,Id,Name,NativeName,Description,MainRuleset,LudiiRuleset,Reference,Origin,DLPGame,PublicGame,knownAliases,Author,Publisher,ProprietaryGame,Credit,SeeAlso,BGGId,OriginPoint,EvidenceRange,WishlistGame,Notes,HelpUs,ForceRulesetInLud,DisableWebApp,ReconstructionDescriptionDone
73,81,Takuzu,,"Takuzu, also known as Binairo, is a logic puzzle involving placement of two symbols, often 1s and 0s, on a rectangular grid.",105,105.0,"<a href=""https://en.wikipedia.org/wiki/Takuzu"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,"Binairo, Binero",Peter De Schepper and Frank Coussement,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
74,83,Fill A Pix,,Fill a Pix is a numerical deduction puzzle game invented by Trevor Truran.,107,107.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
75,84,Futoshiki,,Futoshiki is a numerical deduction puzzle invented by Tamaki Seto in 2001.,108,108.0,"<a href=""https://en.wikipedia.org/wiki/Futoshiki"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Tamaki Seto,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
76,88,Kakuro,,"Kakuro is a mathematical logic puzzle. Played on any size grid (usually 16x16), some of the squares are blacked out, leaving white squares in which play occurs.",112,112.0,"<a href=""https://en.wikipedia.org/wiki/Kakuro"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,"Cross Sums, Cross Addition",Jacob E. Funk,Nikoli,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
77,89,Killer Sudoku,,"Killer Sudoku is a puzzle that combines elements of Sudoku and Kakuro. Despite the name, the simpler Killer Sudokus can be easier to solve than regular Sudokus, depending on the solver's skill at mental arithmetic; the hardest ones, however, can take hours to crack.",113,113.0,"<a href=""https://en.wikipedia.org/wiki/Killer_sudoku"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,"Killer Su Doku, Sumdoku, Sum Doku, Sumoku, Addoku, Samunamupure",,The Times,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
78,90,Magic Hexagon,,Magic Hexagon is a logic puzzle game. A hexagonal grid (usually 3 per side) starts with numbers placed in some of the spaces.,114,114.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
79,91,Magic Square,,Magic square is a mathematical puzzle played on an n x n square grid.,115,115.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
80,92,N Queens,,N Queens is a Chess puzzle. N queens are placed on an nxn board so that they cannot take one another.,116,116.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
81,94,Slitherlink,,Slitherlink is a pen and paper puzzle that is played on a rectangular grid of dots.,118,118.0,"<a href=""https://en.wikipedia.org/wiki/Slitherlink"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,"Fences, Takegaki, Loop the Loop, Loopy, Ourobouros, Suriza, Dotty Dilemma",,Nikoli,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
82,95,Squaro,,Squaro is a logic puzzle played on a grid of any size with circles on the intersections.,119,119.0,"<a href=""http://www.nordinho.net/vbull/puzzles/35331-squaro.html"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />www.nordinho.net</a>",,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
83,96,Sudoku,,"French newspapers in the 19th century had forms of this game, and it has appeared consistently since 1979. Nikoli began publishing Sudoku (""single number"" in 1986.",120,120.0,,,0,1,,,,0,Eric Piette,,20801.0,,"0,5520",0,,0,0,0,0
84,97,Insanity,,Insanity is a small game played on a board with holes and pegs of two colors.,121,121.0,,,0,1,Madness,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
85,98,Knight's Tour,,"Knight's tour is a puzzle by which a Chess knight is moved on a board so that is is placed in every square on the board only once. It has been documented in India, where the movement of the horse piece in Chaturanga has the same movement as the Chess knight.",122,122.0,Murray 1913: 65,India,1,1,,,,0,Eric Piette,,,"25°6'1.99""N, 80°31'39.26""E","5000,5050",0,,0,0,0,0
86,99,N Puzzles,,"N puzzles are played with tiles within a grid, with one empty space. For instance, in a 4x4 grid there are 15 tiles.",123,123.0,,,0,1,,Noyes Palmer Chapman,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
87,100,Peg Solitaire,,"Peg Solitaire is a single-player game attested in Europe since the seventeenth century. There are two board variations, ""European"" which is hexagonal with three spaces per side and ""English"" which has the central hole in each of the six sides of the hexagon removed. Spaces take the form of holes in which pegs are inserted.",124,124.0,Murray 1951: 93.,Europe,1,1,,,,0,Eric Piette,,,"48°51'15.96""N, 2°20'54.79""E","5187,5187",0,,0,0,0,0
88,101,Tower of Hanoi,,Tower of Hanoi was invented by Édouard Lucas in 1883. The game equipment consists of three rods in a row and a series of disks of different sizes which fit on the rods.,125,125.0,,,0,1,"Tower of Brahma, Lucas' Tower, Towers of Hanoi",,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
89,102,Rock-Paper-Scissors,,"Rock-paper-scissors is a hand game with its origins in East Asia. The names and actual gestures vary over time and place. Jan-Ken, a Japanese version, uses the hand gestures for rock, paper, and scissors, from the late nineteenth century. This version came to North America and Europe in the early twentieth century through contact with Japan.",126,126.0,,,0,1,Jan-Ken,,,0,Eric Piette,,,,"0,5520",0,,0,0,1,0
90,104,Hawalis,,"Hawalis is a mancala-style game played in Oman that closely mirrors Bao Ki Arabu in Zanzibar. It has been observed being played outside in Muscat, and the players were Arab-speaking Omani men. The board has 4 rows of 7 holes, and is often played as holes dug out in the sand.",127,127.0,,Oman? Zanzibar?,1,1,,,,0,Eric Piette,,42246.0,"23°37'22.19""N, 58°34'22.56""E","5503,5503",0,,0,0,0,0
91,105,Tron,,Tron is a video game based on the movie Tron by Walt Disney Pictures from 1982.,128,128.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
92,107,Chopsticks,,Chopsticks is a combinatorial hand game of uncertain origin. No equipment is required; people play by showing a number of fingers on their hands.,129,129.0,,,0,1,,,,0,Eric Piette,,264047.0,,"0,5520",0,,0,0,0,0
93,108,Nim,,"Nim is a game of uncertain origins. It is first mentioned by Luca Paccioli, an Italian mathematician in the early sixteenth or late fifteenth century. It is similar to other games worldwide, but multiple independent inventions may be possible, not necessarily the dispersion of a single game.",130,130.0,,Europe?,1,1,,,,0,Eric Piette,,11753.0,"43°46'10.44""N, 11°15'23.06""E","4996,5017",0,,0,1,0,0
94,110,Contagion,,Contagion was invented by game designer David King.,132,132.0,,,0,1,,David King,,0,Eric Piette,,198532.0,,"0,5520",0,,0,0,0,0
95,111,Half Chess,,"Half Chess is a game with rules as described by John Groeneman, from the late 1960s. It is played on a 4x8 Chess board without the pawns.",133,133.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
96,112,Liubo,,"Liubo is one of the oldest games known from ancient China. Its distinctive board, with the ""TLV"" pattern, is known since at least the Warring States period in China. Texts and artifacts give clues about the rules of the game, and a recently discovered text purporting to be the rules of the game has not been translated.",134,134.0,,China,1,1,,,,0,Eric Piette,,22610.0,"30°2'5.57""N, 112°25'8.54""E","3108,3720",1,,0,0,0,1
97,113,Qelat,,"Qelat is a two-row mancala-style board game that is played in western Eritrea. It is very similar to the Gabata game from Shoa in Ethiopia, which is one of the more widely played Gabata games in the region.",135,135.0,,,1,1,"Gabata, Magazeb",,,0,Eric Piette,,39607.0,"15°46'45.68""N, 38°26'55.28""E","5471,5471",0,,0,0,0,0
98,114,Santaraj,Säntäräj,"Säntäräj is a capturing game played in Ethiopia since at least the seventeenth century, among the ruling classes. It is very similar to Shatranj, though it begins with an opening phase known as Wärära (""marshalling of troops""), where players make their moves simultaneously without regard to alternating turns, until the first piece is captured.",136,136.0,Murray 1913: 362-364.,Ethiopia.,1,1,,,,0,Eric Piette,,,"8°58'34.27""N, 38°45'29.98""E","5392,5471",0,"The simultaneous phase can not be done as described in the rules with Ludii, require Real-time move.",0,0,0,0
99,115,Pente Grammai,,"Pente Grammai, or ""Five Lines,"" is a game known from Ancient Greek sources. Objects and graffiti have been found at Greek archaeological sites which come in the form of five parallel rows of lines, which have been identified as this game. Other versions appear that seem to have been doubled forms of the game. Other game boards in a 2x5 pattern that form square grids or rows of holes seem to be later versions of this game. ",137,137.0,Schädler 2009.,,1,1,Five Lines,,,0,Eric Piette,,,"37°49'40.87""N, 23°48'39.59""E","2825,4185",0,,0,0,0,0
100,116,Polis,,"Polis is a board game mentioned in ancient Greek literary sources. Little is known about it, but the sources indicate that the spaces were called poleis, ""cities,"" and a piece was called κύων (kyon), ""dog"". Captures were involved, and it has been speculated that the game is similar to Ludus Latrunculorum.",138,138.0,Schädler 1994; Schädler 2001. ,Greece,1,1,Poleis,,,0,,,234972.0,"37°59'03""N, 23°43'41""E","2975,4694",1,,0,0,0,1
101,117,Patolli (Aztec),,"Patolli is a game played by the Aztecs, forms of which survive today. It is a race game, though we do not know many of the details of its early forms.",139,139.0,Murray 1951: 147; Culin 1898: 854; Tylor 1878; Duverger 1978: 214-217.,Mexico,1,1,,,,0,Eric Piette,,11691.0,"19°20'37.54""N, 99°9'22.35""W","4100,5114",1,,0,0,0,1
102,118,Zohn Ahl,,"Zohn Ahl is a race game played by the Kiowa people of Oklahoma during the nineteenth century. It was typically played on a cloth with the board drawn on it. Players race around the circuit of the board, trying to ""whip"" their opponents back to start, and avoid falling into the ""creek."" It is only played by women and girls.",140,140.0,Murray 1951: 154-155; Culin 1907: 124-126; Depaulis 2018: 30-32.,Great Plains,1,1,,,,0,Eric Piette,,,"34°43'14.35""N, 95°53'57.00""W","5398,5398",0,,0,1,0,0
103,119,Tugi-Epfe,Tugi-Épfe,"Tugi-Épfe is a race game played by Tewa speaking Puebloan people of New Mexico around the turn of the twentieth century. The pieces represent horses, which race around the board, and may send one another back to start.",141,141.0,Depaulis 2018: 34; Murray 1951: 153.,New Mexico.,1,1,"Quince, Tadipwa Nopfe, Juego de Pastor, Tugi'-E-Pfe",,,0,Eric Piette,,,"32°46'38.50""N, 108°9'11.06""W","5407,5407",0,,0,0,0,0
104,120,Bao Kiswahili (DR Congo),,"Bao Kiswahili is a four-row mancala-style board game played in the eastern part of the Democratic Republic of Congo. It was particularly popular among Banbubangu and Nonda people, as well as in some larger cities in surrounding regions.",142,142.0,,Central Africa,1,1,"Bao, Bao Ki Swahili, Lusole, Busolo",,,0,Eric Piette,,,"0°31'6.61""N, 25°12'2.78""E","5477,5477",0,,0,0,0,0
105,121,Sungka,,"Sungka is a two-row mancala-style board game from the Philippines. It is similar to many other games throughout Southeast Asia, which have similar playing mechanisms and similar names.",143,143.0,de Voogt 2010 ,,1,1,,,,0,Eric Piette,,,"9°27'50""N, 122°20'58.45""E","5437,5437",0,,0,0,0,0
106,122,Go,,"Also known as Weiqi in China, Go is one of the most popular board games, and one of the oldest continuously played games in the world. From an early date, it spread from China to Japan and Korea, and more recently it has become a popular game worldwide. It is a game of configuration, where the goal is to gain points by controlling territory on the board. ",144,144.0,Murray 1951: 89-92.,China,1,1,Shudan,,,0,Eric Piette,,188.0,"34°30'8.60""N, 135°48'24.94""E","4194,4210",0,,0,0,0,0
107,123,Chaturanga,,"Chaturanga is believed to be the earliest ancestor of Chess, Shogi, and many other similar games throughout the world. It is first documented in India, and the pieces (infantry, horses, elephants, and chariots) reflect the four divisions of the Indian army, who protect the counselor and king. Various Indian texts discuss the rules and problems, and it is also a popular theme in Indian art and literature.",145,145.0,Murray 1913: 51–94,India,1,1,"Caturanga, Catur",,,0,Eric Piette,,18011.0,"25°6'10.53""N, 75°17'4.3""E","4121,4638",0,,0,0,0,0
108,124,Fidchell,,"Fidchell is a game known from texts in Ireland. Not much information is given about how it is played, but boards found in the archaeological record seem to have belonged to this game.",146,146.0,Murray 1951: 34-35.,,1,1,,,,0,,,,"51°52'26.89""N, 8°41'35.54""W","4336,4901",1,,0,0,0,1
109,125,Pachisi,,"Pachisi is a race game and one of the longest-played games in South Asia. It is widely played throughout South Asia, and was transformed in the UK and US as Ludo and Parcheesi.",147,147.0,Murray 1951: 135,South Asia,1,1,"Pachis, Pucheesee",,,0,Eric Piette,,2136.0,"12°46'15.83""N, 76°12'55.63""E","5332,5332",0,,0,0,0,0
110,126,Game of the Goose,,"The Game of the Goose is a simple race game, but was one of the most popular games in early modern Europe. It is one of the earliest printed games, which likely led to its popularity.",148,148.0,Murray 1951: 142–143,Italy,1,1,"Giuoco dell'Oca, Juego de la Oca, Jeu de l'Oie, Ganzenspel, Gänsespiel, Gaasespil",,,0,,,,"44°36'54.80""N, 11°50'6.68""E","4953,4953",1,,0,0,0,0
111,127,Nard,,"Nard is a race game from Persia, documented since at least 600 CE. It is thought to be an ancestor to Backgammon and other games, like Japanese Ban-Sugoroku.",149,149.0,Murray 1951: 113-115.,Persia,1,1,,,,0,Eric Piette,,,"52°31'11.10""N, 13°24'13.83""E","5379,5379",0,,0,0,0,0
112,128,Seega,,"Seega is a game played in North Africa, and is particularly well-known in Egypt and Sudan. It is a game that is similar to Draughts or Alquerque, but has a custodial capture mechanism instead of leaping. It has been documented since the nineteenth century, but is likely to be older. The boards are typically scooped out of the sand or etched into stone surfaces.",150,150.0,Murray 1951: 54-55; Parker 1909: 603-604.,North Africa,1,1,"Siga, Sija, Seeja",,,0,Eric Piette,,11347.0,"29°51'6.12""N, 32°25'15.42""E","5325,5425",0,,0,0,0,0
113,129,Tab,,"Tab is a capturing game that is commonly played in North Africa and Southwest Asia, and in other places which have been in contact wit hthem, such as Comoros. It is typically played in holes in the sand, and is at least several hundred years old. Tab boards are found as graffiti on many monuments throughout the region in which it is played.",151,151.0,Murray 1951: 95,,1,1,Tab Wa Dukk,,,0,Eric Piette,,,"27°8'13.43""N, 33°31'46.38""E","5325,5333",0,,0,1,0,0
